username,rating,date,review_text,pros,cons
Unknown,0,"Savy S.
2 hours ago","5 / 5
I have been using this lotion my whole life!! It moisturizes my skin so well and feels so smooth. No harsh smell and I love the soothing ingredients.",,
Unknown,0,"Savy S.
2 hours ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,I have been using this lotion my whole life!! It moisturizes my skin so well and feels so smooth. No harsh smell and I love the soothing ingredients.,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,,,
Unknown,0,"Yen C.
1 day ago","4 / 5
This Aveeno body lotion has a creamy texture and feels very lightweight when applied to skin, it feels so smooth and gentle. Locks in moisture without any greasy feeling, works great for dry skin. If you have sensitive skin or dislike overpowering scents I would recommend this lotion. I preferably like scented body lotions but definitely would be buying again.",,
Unknown,0,"Yen C.
1 day ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,"This Aveeno body lotion has a creamy texture and feels very lightweight when applied to skin, it feels so smooth and gentle. Locks in moisture without any greasy feeling, works great for dry skin. If you have sensitive skin or dislike overpowering scents I would recommend this lotion. I preferably like scented body lotions but definitely would be buying again.",,
Unknown,0,"Kaya R.
2 days ago","5 / 5
i really enjoy using this product on my sensitive skin. it is very gentle on the skin, light but sweet scent, really improved the condition of skin",,
Unknown,0,"Kaya R.
2 days ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,"i really enjoy using this product on my sensitive skin. it is very gentle on the skin, light but sweet scent, really improved the condition of skin",,
Unknown,0,"Simina P.
2 days ago","5 / 5
It's one of the best moisturiser out there. Even my husband is using it, and he can not use any cream as he's allergic to the majority of the ingredients. Skin feels soft and hydrated and absorbs well. I appreciate the lack of perfume. We need more natural products such as this Aveeno Cream. Recommend",,
Unknown,0,"Simina P.
2 days ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,"It's one of the best moisturiser out there. Even my husband is using it, and he can not use any cream as he's allergic to the majority of the ingredients. Skin feels soft and hydrated and absorbs well. I appreciate the lack of perfume. We need more natural products such as this Aveeno Cream. Recommend",,
Unknown,0,"CINTHIA S.
2 days ago","5 / 5
La Aveeno Daily Moisturizing Body Lotion me funciona genial cuando tengo la piel seca. Se siente ligera, pero hidrata de verdad y no me deja pegajosa. Me gusta que no tiene olor fuerte ni ingredientes raros, y se nota que cuida la piel con cada uso. Perfecta para todos los días.",,
Unknown,0,"CINTHIA S.
2 days ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,"La Aveeno Daily Moisturizing Body Lotion me funciona genial cuando tengo la piel seca. Se siente ligera, pero hidrata de verdad y no me deja pegajosa. Me gusta que no tiene olor fuerte ni ingredientes raros, y se nota que cuida la piel con cada uso. Perfecta para todos los días.",,
Unknown,0,"Maia M.
2 days ago","5 / 5
This lotion should be vanity staple. It soothes irritated dry skin, and makes your skin silky smooth. It smells good and the pump is easy to use. It is a perfect lotion",,
Unknown,0,"Maia M.
2 days ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,"This lotion should be vanity staple. It soothes irritated dry skin, and makes your skin silky smooth. It smells good and the pump is easy to use. It is a perfect lotion",,
Unknown,0,"Jenna W.
2 days ago","5 / 5
Great everyday lotion. It nourishes your skin while not being too thick and sticky. A great option for everyone in the family. The pump dispenser is always a plus!",,
Unknown,0,"Jenna W.
2 days ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,Great everyday lotion. It nourishes your skin while not being too thick and sticky. A great option for everyone in the family. The pump dispenser is always a plus!,,
Unknown,0,"Nicole M.
2 days ago","5 / 5
Absolutely love this lotion. Great to use everyday after showers and as moisturiser. Really subtle smell so perfect if you don’t like heavily scented moisturisers. Moisture locks into your skin all day, and is overall a great moisturiser to consider using day-to-day.",,
Unknown,0,"Nicole M.
2 days ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,"Absolutely love this lotion. Great to use everyday after showers and as moisturiser. Really subtle smell so perfect if you don’t like heavily scented moisturisers. Moisture locks into your skin all day, and is overall a great moisturiser to consider using day-to-day.",,
Unknown,0,"Adrian Alexandru D.
3 days ago","5 / 5
Fantastic product! I use it for my daughter's sensitive skin and it works. It's very moisturising and it gets absorbed fast into the skin. Also I love the bottle, it has a great size and it's easy to use. The best product for dry/sensitive skin. Highly recommend!",,
Unknown,0,"Adrian Alexandru D.
3 days ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,"Fantastic product! I use it for my daughter's sensitive skin and it works. It's very moisturising and it gets absorbed fast into the skin. Also I love the bottle, it has a great size and it's easy to use. The best product for dry/sensitive skin. Highly recommend!",,
Unknown,0,"Meha P.
3 days ago","5 / 5
I like this product for the price point it’s at. It does the job, nothing too fancy or exotic. It is super efficient and is the best thing for my skin in winters.",,
Unknown,0,"Meha P.
3 days ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,"I like this product for the price point it’s at. It does the job, nothing too fancy or exotic. It is super efficient and is the best thing for my skin in winters.",,
Unknown,0,"Jennifer A.
4 days ago","5 / 5
I’ve been using this for over a decade! This is my favorite body lotion. I also have a back up. I love that this isn’t scented. The lotion massages into the skin well. Doesn’t leave me feeling greasy. Perfect for any season. I’ll always repurchase",,
Unknown,0,"Jennifer A.
4 days ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,I’ve been using this for over a decade! This is my favorite body lotion. I also have a back up. I love that this isn’t scented. The lotion massages into the skin well. Doesn’t leave me feeling greasy. Perfect for any season. I’ll always repurchase,,
Unknown,0,"Katie M.
6 days ago","5 / 5
Mine and my baby's skin is super soft using this product, it absorbs lively and the packaging is oerfect for what it is, it smells lovely too, a real good product",,
Unknown,0,"Katie M.
6 days ago",,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,"Mine and my baby's skin is super soft using this product, it absorbs lively and the packaging is oerfect for what it is, it smells lovely too, a real good product",,
