username,rating,date,review_text,pros,cons
Unknown,0,Unknown,,,
Unknown,0,Unknown,The whole family Love all aveeno products. I wouldn’t use anything else on my babies skin . Expensive but worth it and they are fragrance and chemical free,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,"I've been using Aveeno Daily Moisturizing Lotion specifically for dry skin, and it has quickly become a staple in my skincare routine. The texture is smooth and creamy, but not heavy, which makes it really comfortable to wear throughout the day. It absorbs fast without leaving any greasy residue, which I appreciate, especially when I'm in a rush. The main ingredient—colloidal oatmeal—is excellent for soothing irritation and locking in moisture. Within a few days of consistent use, I noticed my skin felt softer and looked healthier, especially in typically dry areas like my elbows and legs. It's fragrance-free, which is a big plus if you have sensitive skin or don’t like heavily scented products. What I like most is that the hydration lasts all day. I don't feel the need to constantly reapply, even during colder months when my skin tends to be its driest. Pros: Long-lasting moisture Non-greasy and quick-absorbing Great for sensitive skin Fragrance-free Cons: May not be rich enough for extremely dry or cracked skin (you might prefer Aveeno Skin Relief for that) Overall Rating: 4.5/5 If you’re looking for an affordable, gentle daily lotion that actually works for dry skin, Aveeno’s a safe and effective choice",,
Unknown,0,Unknown,"This lotion has been a lifesaver during the colder months! It has a light, non-greasy texture that absorbs quickly and keeps my dry skin hydrated all day. I love that it’s fragrance-free and gentle enough for sensitive skin. The pump packaging is super convenient, and the colloidal oatmeal really helps soothe irritation. My skin feels soft, calm, and comfortable after every use.",,
Unknown,0,Unknown,"Aveeno baby is so great on babies skin! My nephew has sensitive skin and this is all that works for him. Scent is great, packaging is nice too! Really recommend",,
Unknown,0,Unknown,"I absolutely love Aveeno Daily Moisturizing Lotion! It’s lightweight, non-greasy, and keeps my skin feeling soft and hydrated all day. The oatmeal formula is so soothing perfect for my sensitive skin, especially during dry or cold seasons. I’ve noticed a big difference in how smooth and healthy my skin looks after using it regularly. It absorbs quickly and has a subtle, clean scent that isn’t overwhelming. Definitely a staple in my skincare routine. Highly recommend for anyone looking for gentle but effective hydration!",,
Unknown,0,Unknown,"Es excelente para el cuidado de la piel de los bebés, tiene un olor riquísimo , y cuando la pones en la piel se siente muy bien , sus ingredientes son excelentes",,
Unknown,0,Unknown,"The best moisturizer I found for my dry skin so far. It doesn’t have a scent and your skin absorbs it really fast. It doesn’t feel sticky or greasy, my skin it’s very soft when i use it.",,
Unknown,0,Unknown,One of the best moisturisers I’ve ever tried for dry and dull skin. A light and airy lotion that sinks into skin almost instantly with no sticky residue. Nice pump bottle dispenses the perfect amount every time!,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,Delicato ma non mi piace odore perché è un odore molto delicato e anche intenso sopra tutto quando fa caldo si assorbe bene ma poi nonlo uso più non fa per me,,
Unknown,0,Unknown,,,
Unknown,0,Unknown,I love how gentle this cream is. Even on sensitive skin there’s no reaction and it has no fragrance. I use this on my skin after showers and on my kids year round. Great product especially if you have sensitive skin or scent are scent sensitive,,
Unknown,0,Unknown,"Excellent choice for dry skin This lotion has a thick feel that truly helps with dry skin. It doesn’t leave skin feeling wet or oily after use. Great for everyday use, especially after a shower to lock in the moisture.",,
Unknown,0,Unknown,"Tiene una textura suave y un aroma ideal para la piel de tu bebé, es bien humectante y se absorbe de una manera muy efectiva, le deja la piel a tu bebé súper hidratada y delicada",,
Unknown,0,Unknown,I'm a dry skin girly; and this lotion has my back! It works so well and I love the light scent and deep moisturizing properties. I've even turned my mom and grandma onto it!,,
Unknown,0,Unknown,This lotion is worth the price! It rubs in very easily. It leaves your body feeling refreshed like you just got out of the shower. You feel very hydrated! There is no sent.,,
Unknown,0,Unknown,"The Averno Daily Moisturizing Body Lotion is great for dry skin. It helps my hands, feet, and elbows not be dry and crusty. However it’s not really a clean product and I am switching to all clean products.",,
Unknown,0,Unknown,"This is a gentle, go-to lotion for both babies and adults. I initially bought it for myself, but it ended up being a staple in my baby brother’s routine too—especially during dry winter months. It’s not overly greasy, absorbs quickly, and has a mild oat scent that doesn’t overwhelm. That said, it’s not a heavy-duty solution for more severe dryness or rashes, but for daily moisturizing, it’s reliable and non-irritating. I like that it feels clean and simple—no fuss.",,
Unknown,0,Unknown,"This stuff is heaven sent, I swear. It soaks into the skin beautifully and doesn’t leave a film or stickiness. The texture is just right, and the scent is just lotion smell. Highly recommend if you have sensitive skin!",,
Unknown,0,Unknown,This daily moisturizing has such good ingredients. It keeps the skin feel nice all day. It smells really clean and it’s a great bottle. Get this moisturizer if you want to feel your best!,,
Unknown,0,Unknown,I love this lotion it left my skin feeling so soft and smooth! It has the best ingredients and it smells so good! The packaging is subtle and adorable and earthy!,,
Unknown,0,Unknown,"This lotion blends in nicely to the skin. It leaves my skin feeling smooth and hydrated, even hours later. It doesn’t have a strong smell, moisturizes my skin, and has good ingredients! I have no complaints.",,
Unknown,0,Unknown,This works really well and makes my baby super soft. The ingredients are made from Natural stutt. This smells really good and lasts all day. It doesn't cause any irritation as well.,,
