id,title,rating,date,text,verified,helpful
8c07c8377461717725cca0e75af55176,,5.0 out of 5 stars,Reviewed in India on 30 January 2025,"""I absolutely love Aveeno Baby Daily Moisture Lotion! It's the best product for my baby, keeping their skin hydrated for 24 hours. It has a great texture, is non-sticky, and fragrance-free. Perfect for everyday use as it’s free from harmful chemicals. Recommended by both dermatologists and pediatricians. 5 out of 5 – highly recommend it to everyone!""",True,0 people found this helpful
ad585b2df59dccc594eec21da2c9b163,,5.0 out of 5 stars,Reviewed in India on 29 January 2025,"Aveeno Baby Daily Moisture Lotion (100g) is an excellent choice for keeping baby skin soft and nourished. With oat flour, glycerin, and dimethicone, it provides deep hydration without feeling greasy. The formula is gentle, fragrance-free, and perfect for sensitive skin. It absorbs quickly and offers long-lasting moisture, making it ideal for daily use.",True,2 people found this helpful
f1f26473cc8f1ad5d61db91ff9a720fd,,4.0 out of 5 stars,Reviewed in India on 12 February 2025,I love this product n consistency n also quantity.after applying this the skin texture will be very smooth.n it's not sticky.,True,0 people found this helpful
38c1158c8697adf2318082356ff2298b,,5.0 out of 5 stars,Reviewed in India on 19 February 2025,"Aveeno baby lotion is light weight and good on baby skin. Texture is good and very useful for babies who have sensitive skin. mild fragrance,absorbs well, and is a very good moisturizer.",True,0 people found this helpful
e60791ae137ded3eb65b1548155e1c5b,,5.0 out of 5 stars,Reviewed in India on 12 December 2024,"I've been using Aveeno Baby Daily Moisture Lotion for my little one, The lotion is incredibly gentle on my baby's sensitive skin, leaving it soft and smooth without any irritation. I love that it's fragrance-free and absorbs quickly, so there's no greasy residue. It's perfect for daily use, and I've noticed a huge improvement in my baby's skin, especially in areas that tend to get dry. I also appreciate that it's made with natural ingredients like oatmeal, which really soothes and protects the skin. Highly recommend to all parents looking for a reliable, gentle moisturizer!",True,0 people found this helpful
f17f34dd65c53319d68a2b2827fe177e,,5.0 out of 5 stars,Reviewed in India on 17 February 2025,I'm glad I bought it.... I switched from a big brand product to this one and i must say it keeps the word. I saw the difference from the first day itself ... I used the previous product twice a day to remove dry marks on my baby's skin but with this there is no need. There was no dry marks for the entire winters. It is very effective n keeps the skin moisturised for a long time. Also it is fragrance free.,True,0 people found this helpful
813c66ad60d095175fa57dd16053da5e,,4.0 out of 5 stars,Reviewed in India on 24 December 2024,"Good for small babies and kids. The lotion is suitable for all type of weather. Mosituries well and does not make you feel sticky.
Highly recommend 👍👍",True,0 people found this helpful
dd9b0a52d92eed30c7dd9dd8b0aefb8f,,5.0 out of 5 stars,Reviewed in India on 12 February 2025,"This product is best of best of all children. Aveeno lotion lot of moisturizer, so baby skin smooth and shiny and skin protaction of long lasting hrs. Some little 2-3 drop and use at Whale hand and leg cover.
Best quality of in baby lotion brand. It's value for money product. This product is choice of prefer for dermatologist.",True,0 people found this helpful
98f6ef91aec26c329d1c42ff407b17ce,,4.0 out of 5 stars,Reviewed in India on 6 March 2025,Excellent product I was first purchase this from local store then again via amazon.,True,0 people found this helpful
9c50b6eed43bfeeb4a3ff2e51ef256ba,,4.0 out of 5 stars,Reviewed in India on 28 January 2025,I used many products for my baby but none of them worked well on my baby skin so after reviewing this I ordered Aveeno baby moisturizer. Let's see how it goes.,True,0 people found this helpful
